UserName;Date;Favorites;Retweets;Text
deniseroulstone;Fri Apr 10 08:23:08 CEST 2015;0;0;@David_Cameron - bedroom tax - resulting in 1000s being evicted from their homes. Benifits sanctions forcing people to food banks. -
RetroAperture;Fri Apr 10 08:22:47 CEST 2015;1;2;Today marks the 376th time @David_Cameron has unsuccessfully tried to relaunch his disingenuous #BigSociety bollocks.
SprinkledMagic;Fri Apr 10 08:21:48 CEST 2015;1;1;#ff @MaryMacleod2015 @salstephens @David_Cameron @BorisJohnson #Conservatives #GE2015 pic.twitter.com/7Du5OzIP9T
WantEnglandBack;Fri Apr 10 08:20:41 CEST 2015;1;0;@David_Cameron Fantastic news that UKOG ( UK Oil & Gas) have found such a significant oil find here in England!
antonnewcombe;Fri Apr 10 08:19:57 CEST 2015;8;2;Your @David_Cameron Daily: pic.twitter.com/qA245qAknP
deniseroulstone;Fri Apr 10 08:19:30 CEST 2015;0;0;@David_Cameron so David Cameron what has this government achieved ??
nickeardley;Fri Apr 10 08:16:58 CEST 2015;0;0;We'll give up to 15 million workers 3 days paid leave a year for volunteering, @David_Cameron pledges http://www.bbc.co.uk/news/live/election-2015-32229697 …
sandubey2222;Fri Apr 10 08:16:17 CEST 2015;0;0;@David_Cameron Taylor,I am with you always,pleasure or pain.I now have all the doctor's hands.I also pray to God pic.twitter.com/LTDB6hIXF2
antonnewcombe;Fri Apr 10 08:16:04 CEST 2015;5;1;Your @David_Cameron Daily: pic.twitter.com/Ducf8d01qj
terry__smith;Fri Apr 10 08:15:07 CEST 2015;1;0;@jon_swindon @KeithMullin @CharlieWoof81 @David_Cameron Grubby back-alley deal to stab Britain in the back looks on the cards then?
Nigeclickbang;Fri Apr 10 08:13:44 CEST 2015;0;0;@David_Cameron in the days before Thatcher apprenticeships were common place, you act like you invented them, idiot.
SayMwah;Fri Apr 10 08:12:16 CEST 2015;1;0;@johnmknox @2tweetaboutit @JessicaGG25 @David_Cameron - your thoughts, Dave ?
PendletonNW;Fri Apr 10 08:09:34 CEST 2015;1;0;BBC News - General Election 2015: Why become an MP? http://www.bbc.co.uk/news/election-2015-england-32217772 … @David_Cameron
mseuca;Fri Apr 10 08:09:01 CEST 2015;5;0;So, why we are at it, can we also have a look at Cameron's ex-girlfriends? @DailyMailUK @David_Cameron @Number10gov
maljacqpr;Fri Apr 10 08:05:22 CEST 2015;0;0;@David_Cameron I was an undecided voter until yesterday. Thanks to you and Fallon, I have now made up my mind! #GE2015
FNTBD;Fri Apr 10 08:01:31 CEST 2015;2;2;@UKIP_Daily @Mardconsult @David_Cameron @Conservatives The problem is when politicians say 'electorate arent stupid' surprise! The're lying
riverthames09;Fri Apr 10 08:01:23 CEST 2015;0;0;@David_Cameron you're planning a price freeze on rail tickets IF Cons win the election. Labour freeze Gas/Elec prices was frowned by you....
MoneyWeek;Fri Apr 10 08:01:17 CEST 2015;0;0;Here's why @David_Cameron will still be prime minister on 9 May http://ow.ly/Lnwre  #Elections2015 pic.twitter.com/tPqeGmQezQ
KevCrawley;Fri Apr 10 07:56:29 CEST 2015;0;0;@David_Cameron @Conservatives against trained teachers, cuts to education, pro private school and anti state school #bullingdonclubscum
iAbhishekSingha;Fri Apr 10 07:54:21 CEST 2015;0;0;@David_Cameron This year,10 One Horned Rhinos have been killed in Kaziranga National Park(Assam,INDIA) #MakeTheAction pic.twitter.com/2lWOp8g6Rr
Lee_147;Fri Apr 10 07:54:02 CEST 2015;1;0;@stowtom2010 @David_Cameron Yep. He just looked at his 'biggest complaints' list, picked an item, and rattled off some more lies.
BristolRed;Fri Apr 10 07:53:29 CEST 2015;0;3;The really vicious thing after this election will be how quickly Tory Party dump serial loser @david_cameron. Don't tolerate incompetence
wawrockclimbing;Fri Apr 10 07:52:29 CEST 2015;2;2;Aurora #ireland @barrack__obama @EndaKennyTD @PadraigMacL @davidmcw @David_Cameron @Pontifex @TourismIreland @trrvel pic.twitter.com/2dMUXB58ny
Lee_147;Fri Apr 10 07:49:04 CEST 2015;1;3;@David_Cameron @Delayed_Again Now you want our votes, you offer lower fares. Where have you been whilst we've been asking for your help?
jf6148;Fri Apr 10 07:46:19 CEST 2015;0;0;@Austindevon49 @RT_com @Coeurdelion87 Fortunately he's not my president I have another dhimmi looking after me @David_Cameron.
paulmartin20000;Fri Apr 10 07:46:16 CEST 2015;0;0;@David_Cameron The Conservatives will not win by slagging people. Present your policies man. They are what will win it. If you read this.
thedancingflea;Fri Apr 10 07:44:30 CEST 2015;2;8;. @David_Cameron is so spooked that he has sent his media attack dogs after women that @Ed_Miliband used to date. Pretty low. #GE2015
Wightrose;Fri Apr 10 07:43:17 CEST 2015;0;0;Dear @David_Cameron This is MY NHS. I truly hope after May 7 you and your nasty govt are GONE!! https://www.facebook.com/Wightrose/posts/10153223931113910 … @RUHBath
BristolRed;Fri Apr 10 07:42:25 CEST 2015;7;11;Dear @David_Cameron you're slipping behind in favourables to @Ed_Miliband. The vicious attacks just make you & Tory party look bigger losers
BristolRed;Fri Apr 10 07:40:13 CEST 2015;0;0;What a vile piece of $hit Lynton Crosby is & have no doubt failing @David_Cameron signed off on attacks. There is a line they've crossed it.
REPORTER_47;Fri Apr 10 07:39:31 CEST 2015;0;3;The voters will give @David_Cameron what he deserves... @BearGardenMan
Leicester_Merc;Fri Apr 10 07:30:26 CEST 2015;0;0;PM @David_Cameron visits marginal Loughborough constituency ahead of May 7 election: http://ow.ly/Lo3sa  http://ow.ly/i/ai7K4 
PurbeckPashmina;Fri Apr 10 07:27:45 CEST 2015;0;0;If @David_Cameron @Conservatives are keen on buying votes mine may be available for commitment to NHS, switch taxes to better off, honesty.
DavidJFoord;Fri Apr 10 07:27:19 CEST 2015;0;0;@David_Cameron A vote which the general public doesn't fully understand the ramifications of,a responsible government wouldn't take the risk
332ceders;Fri Apr 10 07:26:23 CEST 2015;0;0;Bet you never had a harem of tidy boilers on the go in your youth @David_Cameron
DavidJFoord;Fri Apr 10 07:25:49 CEST 2015;0;0;@David_Cameron The current gov couldn't even get a vote on Syria intervention through parliament without Miliband out maneuvering.
DnBethhVocalist;Fri Apr 10 07:20:19 CEST 2015;0;0;@David_Cameron 500 new apprenticeships but where's the @ace_national funding gone? Does creative inspiration not exist? #ukelections2015
SeanLXIV;Fri Apr 10 07:17:35 CEST 2015;0;0;@David_Cameron, who said Miliband wanted to live in a Marxist Universe where you can control prices, announces rail price freeze! @CCHQPress
Newsminster;Fri Apr 10 07:17:12 CEST 2015;0;0;#GE2015: @David_Cameron: 15 million workers to get three days' paid volunteering leave each… http://bit.ly/1EeSYwJ  pic.twitter.com/sPCA51i3Oz
PurbeckPashmina;Fri Apr 10 07:11:27 CEST 2015;0;0;3 free days volunteering! 5 year rail freeze! Vote @David_Cameron he'll give you anything you want! Contact @Conservatives with suggestions!
grumpyinbolton;Fri Apr 10 07:11:08 CEST 2015;2;1;@David_Cameron put a man who was convicted of drunk driving (Michael Fallon) in charge of #Trident - now that is scary...
Bivi_17;Fri Apr 10 07:02:19 CEST 2015;0;0;#Yarmouk VIDEO the children praying http://youtu.be/q0F4Kyh-qYE  @BarackObama @fhollande @David_Cameron @AmbassadorRice @AmbassadorPower
oliverdenton;Fri Apr 10 07:01:14 CEST 2015;1;0;Fantastic that @David_Cameron was @camira yesterday talking to young #apprentices. #textiles #textileindustry http://www.examiner.co.uk/news/west-yorkshire-news/general-election-2015-david-cameron-9013963#ICID=sharebar_twitter …
Bivi_17;Fri Apr 10 06:55:36 CEST 2015;1;2;#Coalition what are you doing for #Yarmouk ? @BarackObama @fhollande @David_Cameron @UN https://youtu.be/zfOdvJ5TRZA  pic.twitter.com/KCV4UVozfX
Bivi_17;Fri Apr 10 06:55:26 CEST 2015;0;0;Save #Yarmouk @UN_Spokesperson @AmbassadorRice @AmbassadorPower @BarackObama @David_Cameron http://www.theguardian.com/world/2015/apr/04/syria-islamic-state-refugee-camp-damascus-yarmouk … pic.twitter.com/20qjNfKTg0
MrCanary;Fri Apr 10 06:30:15 CEST 2015;0;0;@David_Cameron How do you expect the police to maintain falling crime figures if you continue to slash funding? http://www.bbc.co.uk/news/election-2015-32244568?ocid=socialflow_twitter#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa …
aciprensa;Fri Apr 10 06:30:13 CEST 2015;9;20;[VIDEO] Premier británico @David_Cameron sorprende las redes con este mensaje de #Pascua http://bit.ly/1CzqCHy 
ProtectURself;Fri Apr 10 06:29:40 CEST 2015;0;1;Russia demands that Belarus become part of Russian Federation - otherwise it will be liquidated @David_Cameron @CNN http://joinfo.com/world/1001931_Russia-demands-that-Belarus-become-part-of.html …
PurbeckPashmina;Fri Apr 10 05:44:23 CEST 2015;0;0;Why @TheTimes @SkyNews @TheSunNewspaper @rupertmurdoch trust @David_Cameron who eats BBQd hot dogs with a knife backed by U.S./Ozzie media?
yaffayat;Fri Apr 10 05:40:13 CEST 2015;0;1;@Bakerman1990 @Wnicholasgomes @David_Cameron @Ed_Miliband @Nigel_Farage @nick_clegg U vote for ur constituency MP- judge them on merit.
LastBusUp;Fri Apr 10 05:39:58 CEST 2015;0;0;God @Dudes4Dudes no space to die @Number10gov serious explosive sphere condition demanding your immediate attention @David_Cameron shine up.
bastionradio;Fri Apr 10 05:31:11 CEST 2015;0;0;@David_Cameron scrapping Nimrods, aircraft carriers, experienced soldiers, bases, real AEW. You are more risk than ISIS to our nat.sec.
anoniemduchess;Fri Apr 10 05:04:55 CEST 2015;1;0;Why the fuck are @nick_clegg and @David_Cameron's tweets almost always immediately consecutive with each other?
charlbizzanelli;Fri Apr 10 04:46:51 CEST 2015;2;2;@falklands_uk @keepfalklands @TheFalklandsWar @DailyMirror @David_Cameron THE WORLD WANTS NO MORE HITLER pic.twitter.com/KfZA061u9l
MVLibertas;Fri Apr 10 04:43:52 CEST 2015;0;0;David Cameron won again. Oh wait...the ice hockey coach not @David_Cameron! ;-)
artamba;Fri Apr 10 04:39:53 CEST 2015;0;1;@David_Cameron @leehsienloong @Observer @dw_english Situasi Genting Memuncak di Yaman http://shar.es/1giA6J  via @sharethis
billywhizz0;Fri Apr 10 04:34:38 CEST 2015;0;1;@KarlTurnerMP @Ed_Miliband @David_Cameron running scared? Poor tactics..
LastBusUp;Fri Apr 10 04:29:08 CEST 2015;0;0;God @David_Cameron have duty to people a responsibility for your buried dead wrong @Number10gov to do whats right giving life to death gone.
sxybio;Fri Apr 10 04:27:47 CEST 2015;1;1;@cbizzanelli @Wnicholasgomes @CFKArgentina @clarincom @lanacioncom @pagina_12 @perfilcom @infobae @David_Cameron wonderfully bonkers
Makeprofit2015;Fri Apr 10 04:06:16 CEST 2015;0;0;@alison9890 @David_Cameron Nice tweet! Checkout our established business for sale. View here: http://bit.ly/auction31 
LastBusUp;Fri Apr 10 04:05:23 CEST 2015;0;0;God @Number10gov I am not a democratic God @David_Cameron I am not a charitable God @Pontifex and I am not a patient God @UKHouseofLords
HopeSarout;Fri Apr 10 04:02:11 CEST 2015;0;5;#Syrians_are_not_numbers #Kafranbel #Syrie #Syria #Save our #brothers @BarackObama @fhollande @David_Cameron @UN pic.twitter.com/6F5VEXuczU
FuckOffJacub;Fri Apr 10 03:19:36 CEST 2015;3;0;@BJones1712 we love you @David_Cameron
Displ_Estr;Fri Apr 10 02:52:05 CEST 2015;0;0;Some more evidence http://www.bmj.com/content/350/bmj.h1775 … which will of course be denied by @dwppressoffice @DWPgovuk @EstherMcVeyMP @David_Cameron
steven_hossack;Fri Apr 10 02:36:53 CEST 2015;1;0;@EmKDC @David_Cameron I can't vote but yanno I'll pretend I can
steven_hossack;Fri Apr 10 02:36:36 CEST 2015;1;0;@EmKDC @David_Cameron yo DC bro I'll vote for you if you reply
steven_hossack;Fri Apr 10 02:36:03 CEST 2015;1;0;@EmKDC @David_Cameron DAVIE, SURE THAT'S YOU?
Ned_Gaine;Fri Apr 10 02:29:38 CEST 2015;0;0;@David_Cameron you were meant to be pulling away in the polls by now . Is that why your campaign. smacks of panic Dave?
Tulioviloria;Fri Apr 10 02:29:07 CEST 2015;0;0;Media And LGBT Hypocrisy Exposed. @barackobama @David_Cameron @Ed_Miliband @UN @UN_Spokesperson @BritishMonarchy http://youtu.be/4FQrzzboCqs 
Ned_Gaine;Fri Apr 10 02:27:44 CEST 2015;0;0;@David_Cameron as a moderate uk conspiracist what you got to say about this Dave? http://www.veteranstoday.com/2014/10/03/uk-pm-declares-911-and-77-truthers-must-be-dealt-with-as-harshly-as-isis/ …
RDimps;Fri Apr 10 02:25:37 CEST 2015;1;1;Because of you i can't get into an apprenticeship of my choice @David_Cameron you need to make opportunities for youngsters better!
kopite4everlfc;Fri Apr 10 02:25:05 CEST 2015;0;1;@iamthedoctor77 @WOWpetition @David_Cameron 3 and half years I could of had treatment and possibly been working again!Not with Tories tho!
kopite4everlfc;Fri Apr 10 02:23:49 CEST 2015;1;4;@iamthedoctor77 @WOWpetition @David_Cameron was found unfit for work put in support group and still waiting treatment how is this support!?
las2950;Fri Apr 10 02:21:26 CEST 2015;1;0;@JohnEdwards33 @David_Cameron Well he supported disabked people pre election so yes.
every1every1;Fri Apr 10 02:12:51 CEST 2015;2;0;@BestoftheMail this has @David_Cameron & #LyntonCrosby written all over it. Cant argue with @Ed_Miliband on policies pic.twitter.com/z8o0XzmEZg
iamthedoctor77;Fri Apr 10 02:08:19 CEST 2015;3;8;. @WOWpetition @David_Cameron will be remembered & judged by how he treated the most vulnerable in this country.
RebetikoWalrus;Fri Apr 10 02:07:41 CEST 2015;1;5;A lot of tweets say #GetCameronOut yet it doesn't trend. How much is @David_Cameron paying Twitter to do that? pic.twitter.com/QhXQZSHZIf
slipperyeel12;Fri Apr 10 02:00:48 CEST 2015;0;0;GOING TO SLEEP IN THE KNOWLEDGE, WHEN I AWAKE I AM STILL MEiI And @David_Cameron is still a person that left a child in a PUB, YE, A PUB!!
REPORTER_47;Fri Apr 10 01:59:47 CEST 2015;1;4;NHS - Zero Hours - EU - Immigration - these people DO NOT LIKE the truth. @David_Cameron @Ed_Miliband @NicolaSturgeon @nick_clegg
trevstanley;Fri Apr 10 01:57:38 CEST 2015;2;0;@BBCNormanS Will you ask @David_Cameron if @richardbranson was told rail fares would be frozen when he took over East Coast few weeks ago?
aandy1959;Fri Apr 10 01:57:35 CEST 2015;1;1;@Conservatives @UKLabour @David_Cameron #generalelection #GeorgeOsborne #DavidCameron #ianduncansmith #GetCameronOut pic.twitter.com/IhRI3k5djr
brianfmoylan;Fri Apr 10 01:57:01 CEST 2015;0;0;It be @David_Cameron. https://twitter.com/MotherJones/status/586301831787241473 …
BethWilson_xo;Fri Apr 10 01:53:15 CEST 2015;1;0;You don't need it to be Christmas to know that you're sitting next to a turkey @David_Cameron #legend
smile_of_decade;Fri Apr 10 01:47:06 CEST 2015;2;4;@labour52rose @OtherHarryCole Tory choice of PR men Cameron, Coulson, Crosby that worked out well hahahaa @David_Cameron #3cunts
howieSwitchedOn;Fri Apr 10 01:46:00 CEST 2015;1;0;@JohnEdwards33 @David_Cameron my days...youre almost perfect. Whers your chicken come from then?
REPORTER_47;Fri Apr 10 01:43:35 CEST 2015;4;10;Breaking News: B&amp;Q to close 60 stores - Not mentioned in the @David_Cameron Election recovery bullshit. http://www.bbc.co.uk/news/business-32126970 …
JohnEdwards33;Fri Apr 10 01:40:06 CEST 2015;3;5;Does @David_Cameron actually eat those lambs he used in his 'feeding the cute animals' Tory photo-opportunity? He's not that cynical surely?
Karl_Davies93;Fri Apr 10 01:38:45 CEST 2015;1;0;" @LethalBizzle: #TBT two two bars from @David_Cameron #FesterSkankOutSunday pic.twitter.com/wHq6On6oUI" @RyanGreenhalgh6
kccv1;Fri Apr 10 01:38:20 CEST 2015;0;0;Please say it ain't so @David_Cameron ..... pic.twitter.com/djldgy8Baz
gosensgo101;Fri Apr 10 01:36:09 CEST 2015;2;0;You tell em, @David_Cameron.
gurudevrkp;Fri Apr 10 01:35:15 CEST 2015;1;1;@David_Cameron @votebobblackman Thousands enjoy Harrow Hanuman Jayanti festival http://www.getwestlondon.co.uk/news/local-news/thousands-enjoy-harrow-hanuman-jayanti-9013438#ICID=sharebar_whatsapp …
jimmy_1975;Fri Apr 10 01:34:07 CEST 2015;1;0;@David_Cameron Hey Cam what the hell HAVE YOU BEEN DOING? #NHS http://www.mirror.co.uk/news/uk-news/patients-put-risk-paramedics-stretched-5487938 … pic.twitter.com/E5kxAZ8l2M
dianebartlett99;Fri Apr 10 01:24:22 CEST 2015;1;1;@Peepo01Paula @LisaFlahant @David_Cameron May the best man/woman win, that rules Cameron out!
notMStone;Fri Apr 10 01:23:52 CEST 2015;2;1;Why do you like Gryba? @David_Cameron
TheTellyBible;Fri Apr 10 01:20:30 CEST 2015;0;2;Headlines @David_Cameron to appear in @DowntonAbbey and @JeremyClarkson goes on a rampage http://www.thetellybible.co.uk/2015/04/headlines-david-cameron-to-appear-in-downton-abbey-and-jeremy-clarkson-on-a-rampage/ … pic.twitter.com/Bb7GWg0Scl
gingerwinger;Fri Apr 10 01:18:52 CEST 2015;4;10;#CompassionateConservatism @David_Cameron pic.twitter.com/KEpWPTMh1y Perfect metaphor? Don't forget the lamb will end up slaughtered and sold.
REPORTER_47;Fri Apr 10 01:16:40 CEST 2015;2;3;- @David_Cameron and @Conservatives treating voters with contempt. Think only promises and lies are good enough to win the Election
LessThan140_;Fri Apr 10 01:14:17 CEST 2015;0;0;@David_Cameron #bbcqt Liz Truss is living proof of how short of talent the Tory Party is. Had no idea that they are so desperate. Shame !
Clangnuts;Fri Apr 10 01:12:39 CEST 2015;0;1;@rantypete @wenhellfreezes @JohnEdginton @David_Cameron I prefer Moonface Cameron!
REPORTER_47;Fri Apr 10 01:12:32 CEST 2015;1;4;BBC News - UKIP leader Nigel Farage launches immigration poster - 3 times higher than @David_Cameron promised http://bbc.in/19wmiCi 
feedmetv;Fri Apr 10 01:10:55 CEST 2015;0;0;. @CCHQPress @David_Cameron what proportion of these are & will be zero-hours contracts? #ge2015
karendonaldson2;Fri Apr 10 01:10:51 CEST 2015;2;0;@CyberUKIPper @craegy be very aware of vote rigging, mainstream media polls are nothing but lies @David_Cameron @Ed_Miliband
LessThan140_;Fri Apr 10 01:03:56 CEST 2015;0;0;@David_Cameron #bbcqt big mistake to share Liz Truss with us. Illustrates what token women MPs have done for you. She talks a pile of Poo
millitantmo;Fri Apr 10 01:00:16 CEST 2015;0;0;#GE2015 @David_Cameron This is why the @Conservatives have never been fit to run the UK http://www.bbc.co.uk/programmes/p02nsdnh … … pic.twitter.com/JCsG1YYlry
Guy_Stallard;Fri Apr 10 00:58:53 CEST 2015;0;1;Wonderful #KPMG360 announced day @David_Cameron @ChukaUmunna @nick_clegg @MattHancock2015 spoke #UKApprenticeships https://twitter.com/david_cameron/status/586221033557995522 …
bellsandbikes;Fri Apr 10 00:57:05 CEST 2015;0;0;Prime Minister @David_Cameron visits Taylors Bell Foundry, Loughborough. 9 April. Photo via Getty website link http://www.gettyimages.co.uk/detail/news-photo/britains-prime-minister-david-cameron-looks-at-a-bell-news-photo/468998412 …
cafcbilly53;Fri Apr 10 00:54:09 CEST 2015;1;2;@George_Osborne @David_Cameron LETS GET THIS STRAIGHT - IT WAS THE BANKS THAT CAUSED THE ECONOMIC CRASH NOT LABOUR!! pic.twitter.com/sqgB46hlll
stop_the_tories;Fri Apr 10 00:53:33 CEST 2015;1;2;@Ed_Miliband @Conservatives @David_Cameron @UKLabour You're looking at the new Prime Minister of the UK pic.twitter.com/Fpl8zofx9i
curley39th;Fri Apr 10 00:53:21 CEST 2015;1;2;@bbcquestiontime @David_Cameron doesn't he know Apprentice's do only Sept to Sept. After most are unemployed as no jobs available.
clooky;Fri Apr 10 00:52:59 CEST 2015;0;0;Yet again @Ed_Miliband cannot complete with @David_Cameron ; while Ed has had a few relationships, Dave had screwed everyone.
ProtectURself;Fri Apr 10 00:50:33 CEST 2015;0;0;Poroshenko: Stalin and Hitler to blame for World War II @BarackObama @JohnKerry @eucopresident @David_Cameron @UN #UN http://www.unian.info/politics/1065737-poroshenko-stalin-and-hitler-to-blame-for-world-war-ii.html …
Beyonder06;Fri Apr 10 00:49:31 CEST 2015;0;0;I've been a bit busy this week but did I see @David_Cameron rub noses with a lamb? #Election2015
jacquiez1;Fri Apr 10 00:49:29 CEST 2015;0;0;Seriously - @David_Cameron how can you be cuddling that lamb, Eskimo kissing him, & in the next breath have lamb served up on your plate?
bellsandbikes;Fri Apr 10 00:48:52 CEST 2015;0;0;Prime Minister @David_Cameron finding out about church bells at John Taylor Bell Foundry 9 April https://m.facebook.com/groups/2222006287?view=permalink&id=10152843275446288&ref=bookmark …
StuartHepburn_;Fri Apr 10 00:47:57 CEST 2015;0;0;@David_Cameron @nick_clegg @RuthDavidsonMSP ON HOW LABOUR HAS HELPED INSURANCES LOOSE MONEY THROUGH LIAR CLAIMS!!! ITS SOME STORY AGAINST!!!
GigiLovebird;Fri Apr 10 00:47:40 CEST 2015;0;0;Hey @BBCBreaking a bit more about the girl headbutting the desk rather than listen to @David_Cameron
steamtrainian;Fri Apr 10 00:47:20 CEST 2015;0;0;@David_Cameron when are you going to emphasise the point that labour stuffed the economy last time round and cannot be trusted now?
StuartHepburn_;Fri Apr 10 00:46:46 CEST 2015;0;0;@David_Cameron @nick_clegg @RuthDavidsonMSP STORY TO GO PUBLIC, AS THE SUPPORT THEY GIVE TO LIAR COMPANIES! NEED I SAY ANYMORE AT THIS TIME?
ruby_stevo;Fri Apr 10 00:45:37 CEST 2015;0;0;random tweet but how on EARTH can @David_Cameron blame Labour bailing out banks from the mess our country is in
mjknight0380;Fri Apr 10 00:44:14 CEST 2015;0;0;https://www.gov.uk/government/news/easter-2014-david-camerons-message … Easter Message from @David_Cameron
Glenjv;Fri Apr 10 00:43:47 CEST 2015;0;0;#GE2015 where's @David_Cameron during all this mud slinging? He obviously has lit the fuse and stepped back #Coward #dirtytricks #VoteSNP
cafcbilly53;Fri Apr 10 00:43:33 CEST 2015;0;0;@George_Osborne @David_Cameron ITS NO WONDER HE THINKS HE HAS CUT THE DEFICIT & HIS ECONOMIC PLAN IS 'ON TRACK' https://twitter.com/kropotkin_alias/status/586296293192032256 …
SaysHoney;Fri Apr 10 00:41:57 CEST 2015;0;0;Dear @David_Cameron I've got £10 million or so that I want to burn. Any chance of a futile referendum in the next Parliament? #bbcqt
snowbirdie;Fri Apr 10 00:39:35 CEST 2015;0;0;Action speaks louder than words ...yes an EU referendum is a viable action for @David_Cameron to consider for our country #QuestionTime
mjknight0380;Fri Apr 10 00:38:35 CEST 2015;1;0;I want to see a meaningful commitment to @LivingWageUK from @David_Cameron @Jeremy_Hunt as is truly @Conservatives principle @Guy_Stallard
VollmarWWF;Fri Apr 10 00:38:15 CEST 2015;0;0;Kids are so great merciless, aren’t they @David_Cameron pic.twitter.com/0POBsdBmqk via @textautomat
MarcLeon70;Fri Apr 10 00:37:21 CEST 2015;6;1;@CantlieUK @David_Cameron @hermanvanrompuy This case needs so much more attention now...
Ratcatcher7;Fri Apr 10 00:35:55 CEST 2015;0;0;@bbcquestiontime We know @David_Cameron has zero influence with #EU leaders. The "better deal" he promises is pure smoke & mirrors. #bbcqt
torytowncrapola;Fri Apr 10 00:35:46 CEST 2015;1;2;#bbcqt, all the issues @David_Cameron says he wants changed in the EU, the other leaders in the EU have said are not up for debate
lauraboillot;Fri Apr 10 00:35:30 CEST 2015;1;3;“They’re basically fighting over who would renew #Trident more lovingly” @Ed_Miliband and @David_Cameron http://bit.ly/1NXlVOz 
vt306;Fri Apr 10 00:34:12 CEST 2015;0;0;If @David_Cameron is the only person that can guarantee a referendum, that's a good reason to vote against him - and #LizTruss #bbcqt
SussexMark;Fri Apr 10 00:33:40 CEST 2015;0;0;@David_Cameron is, of course, not saying what reforms he wants, mainly becuase if he doesn't say he can declare victory regardless #bbcqt
TownRLF;Fri Apr 10 00:32:58 CEST 2015;0;1;@David_Cameron @JasonMcCartney are you stating apprenticeships are going to be degree level qualifications? Yes or No?
aciprensa;Fri Apr 10 00:30:12 CEST 2015;9;11;[VIDEO] Premier británico @David_Cameron sorprende las redes con este mensaje de #Pascua http://bit.ly/1CzqCHy 
OldUnclePunch;Fri Apr 10 00:28:57 CEST 2015;0;5;#PUNCH_REVISITED #GE2015 @David_Cameron @Ed_Miliband @demindblower @LobbyComm @just_standing3 @red13charlie pic.twitter.com/0fw7vd0VQO
StuartHepburn_;Fri Apr 10 00:27:45 CEST 2015;0;0;@David_Cameron @nick_clegg @itvnews @SkyNews WITH ALL THIS DIFFERENT PARTIES, VOTES MORE SPREAD, MAYBE HOUSE SEATS NEED REFORMED?!!!
MaccLabour;Fri Apr 10 00:25:58 CEST 2015;0;1;Does @David_Cameron want us to leave Europe Lyn Truss #bbcqt
yvonneridley;Fri Apr 10 00:25:31 CEST 2015;2;0;@wflanger @AngusMacNeilSNP @David_Cameron @theSNP Scotland is my home now & has been for three years: do keep up
agendaitv;Fri Apr 10 00:24:44 CEST 2015;2;11;When asked on #TheAgenda @Ed_Miliband calls @David_Cameron "ultimately responsible" for personal attacks during the election campaign.
ThatFishCreigh;Fri Apr 10 00:24:27 CEST 2015;6;0;Good luck tonight @David_Cameron
ukipwebmaster;Fri Apr 10 00:21:52 CEST 2015;2;4;So is @David_Cameron going to step down? pic.twitter.com/7ygvjBpbxO
Giveusatwo;Fri Apr 10 00:20:53 CEST 2015;1;0;@LauraParker35 I imagine your already asleep babe dreaming of the 'dulcit tones' of our PM @David_Cameron
steamtrainian;Fri Apr 10 00:19:48 CEST 2015;0;0;@David_Cameron just had dinner with mate who like me hates thought of millipede as pm but equally loathes his tory candidate. What to do?
speakeezie;Fri Apr 10 00:19:32 CEST 2015;0;1;@David_Cameron Tories show their nasty side today yet again and then wonder why they are called nasty party? Will you ever learn?
JamesIanGray;Fri Apr 10 00:19:32 CEST 2015;1;1;Introduce a London #RentCap! Tell @David_Cameron & @MayorofLondon to stop rip-off rents. Sign & RT https://you.38degrees.org.uk/petitions/introduce-a-rent-cap-in-london?bucket=&source=twitter-share-button … via @38_degrees
AntonySutcliffe;Fri Apr 10 00:19:31 CEST 2015;4;4;@cllrbenberry @David_Cameron @Conservatives #Election2015 developing a better economy now & for the future pic.twitter.com/2y0agGDbQr
rEddie_brek;Fri Apr 10 00:19:21 CEST 2015;0;1;@bethanyusher @David_Cameron @pritchardkate Ha, someone else in my timeline just said something very similar...! #lad
bethanyusher;Fri Apr 10 00:18:22 CEST 2015;0;1;@rEddie_brek @David_Cameron @pritchardkate actually brilliance as up & down the land lads in pub going: 'He's pulled some lookers actually'
mojosabien;Fri Apr 10 00:17:36 CEST 2015;0;0;@David_Cameron especially if they are from eton and harrow eh Dave?
Roger_Sussex;Fri Apr 10 00:16:37 CEST 2015;1;3;@jade_c241 @trussliz @DefraGovUK @BBCNewsnight @BBCOne @David_Cameron @Conservatives : Defra etc. FAILED to prove bTB Transmission !
mojosabien;Fri Apr 10 00:16:02 CEST 2015;0;0;@David_Cameron 3 million apprentices that you can pay piss all, that's the Tory way
rEddie_brek;Fri Apr 10 00:15:32 CEST 2015;0;1;@bethanyusher @David_Cameron @pritchardkate If this is what they've got to stoop to for 'dirt'... Good grief.
IBKMS;Fri Apr 10 00:15:18 CEST 2015;0;0;@David_Cameron @SashStephensxox But your bunch has done such a fine job with it. Megalomania, greed, & graft have been redefined by them.
BlissfullyBespo;Fri Apr 10 00:15:12 CEST 2015;0;0;@OditMoras @David_Cameron @DavidLenigas oh come on, wonderful PR campaign for both. Imagine the money influx into the local economy too.
mojosabien;Fri Apr 10 00:14:51 CEST 2015;0;0;@David_Cameron the world and his wife knows where our 'Nuclear Deterrent' is located, who would want that kind of target in their country
